exp_string,gene_id,gene_name,baseMean,log2FoldChange,lfcSE,stat,padj,syp_target,imp_target,RBP_target,cluster_id,cluster_description,cluster_code,gene_biotype,n_binding_site,binding_feature,l2fc_xlsite,padj_xlsite,l2fc_bsmax,padj_bsmin,feature_pct_UTR5,feature_pct_CDS,feature_pct_UTR3,feature_pct_intron,feature_pct_ncRNA_exon,feature_pct_ncRNA_intron,avg_iCLIP_tpm,human_homologs,mammalian_imp_target,mammalian_syp_target,target
L1 Imp,FBgn0037534,ELOVL,16.79164633,-0.900561197,0.326058014,-2.741759464,0.09268513,TRUE,TRUE,Co-target,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,37,UTR3,3.5485760196027956,6.992549550443237e-109,2.0580445578633206,5.204180832497183e-25,0,0,100,0,NA,NA,911.1633566666667,ELOVL1 | ELOVL7,TRUE,TRUE,TRUE
L1 Imp,FBgn0038147,CCHa2,43.69467152,-0.789391701,0.299041172,-2.630578312,0.115534101,FALSE,TRUE,Imp target only,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,11,UTR3:CDS,3.801984582000079,1.670099108233148e-96,2.420521528891778,3.539148662742809e-12,0,18.181818181818183,81.81818181818183,0,NA,NA,92.82910053333333,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0032297,CG17124,3908.851015,-0.773004898,0.215020344,-3.595067881,0.01113658,TRUE,TRUE,Co-target,Cluster III,"Higher Syp
binding",High_Syp,protein_coding,22,UTR3,2.985346607852336,2.990643322789653e-79,3.436329733078561,7.077159539016301e-16,0,0,100,0,NA,NA,71.16735293353334,PPP1R14A | PPP1R14B | PPP1R14C,FALSE,TRUE,TRUE
L1 Imp,FBgn0029990,CG2233,25.49615858,-0.771206596,0.317632176,-2.422926673,0.170339099,FALSE,TRUE,Imp target only,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,13,CDS,2.113327636521445,9.071505829541907e-7,2.0050126973024085,5.271228198439293e-4,0,100,0,0,NA,NA,110.3463,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0038421,CG17931,38.35730029,-0.757966464,0.291375897,-2.592130277,0.123265017,TRUE,TRUE,Co-target,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,19,UTR3,3.8973072260324897,2.864696951222279e-85,4.5203105430282005,2.8168929199734204e-5,0,0,100,0,NA,NA,418.211165,SERF2,FALSE,FALSE,TRUE
L1 Imp,FBgn0036951,CG7017,10.20538631,-0.730415764,0.294610245,-2.678445185,0.104759536,TRUE,TRUE,Co-target,Cluster V,"Peak L2 Syp
binding",Peak_L2Syp,protein_coding,4,UTR3,0.7331823100618494,2.2668293416188806e-4,2.1739200661422395,0.022909822152928437,0,0,100,0,NA,NA,21.247958666666666,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0083978,CG17672,41.20768161,-0.709242773,0.311532041,-2.272897188,0.217009102,FALSE,TRUE,Imp target only,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,7,UTR5,2.191261538906913,3.5448847983556797e-7,1.7819613950908824,0.005967786954852261,100,0,0,0,NA,NA,72.58106966666666,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0052843,Dh31-R,474.9140348,-0.707305045,0.196239008,-3.603616542,0.010879091,FALSE,TRUE,Imp target only,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,5,UTR3,1.0953802328655569,7.282479155362907e-12,4.401398553919071,0.0031655000730609344,0,0,100,0,NA,NA,17.844832582666665,CALCR | CALCRL,TRUE,FALSE,TRUE
L1 Imp,FBgn0010470,Fkbp14,245.3071811,-0.693038683,0.259286162,-2.671723583,0.105647895,FALSE,TRUE,Imp target only,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,15,UTR3,0.9312523358043917,1.1018991609234132e-5,1.2999082667505109,0.0010522384222862312,0,0,100,0,NA,NA,100.00122507906765,FKBP14 | FKBP7,TRUE,FALSE,TRUE
L1 Imp,FBgn0261090,Sytbeta,575.4759782,-0.691593161,0.179516801,-3.851577051,0.005188529,FALSE,TRUE,Imp target only,Cluster V,"Peak L2 Syp
binding",Peak_L2Syp,protein_coding,2,UTR3,1.4613434644709893,8.876635370802689e-20,3.6192507337008037,0.013232083429403277,0,0,100,0,NA,NA,18.777183633333333,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0000567,Eip74EF,5621.252924,-0.691558752,0.185153386,-3.735055235,0.007398556,FALSE,TRUE,Imp target only,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,32,UTR3,2.2525621775716633,2.7682001636880918e-45,3.032339232156637,9.266873521759168e-35,0,0,100,0,NA,NA,107.21683886666666,ELF2,TRUE,FALSE,TRUE
L1 Imp,FBgn0250869,CG42240,330.1156652,-0.679281238,0.178942336,-3.794874939,0.006099513,FALSE,TRUE,Imp target only,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,2,UTR3,4.8309529811266785,8.52000068990267e-53,4.0073345035866685,0.011275473329063607,0,0,100,0,NA,NA,20.6823,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0036945,Ssk,25.3069037,-0.678217804,0.316075292,-2.142084692,0.262885871,FALSE,TRUE,Imp target only,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,8,UTR3,3.03281449748614,1.9973522489217305e-66,1.6959675740162095,8.898154780810619e-5,0,0,100,0,NA,NA,62.75817050676666,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0035423,eIF1,879.5821576,-0.648450861,0.238097886,-2.723251157,0.096149632,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,20,UTR3,5.027294841003503,6.992983189850882e-143,2.711872681236929,2.9896259384418466e-25,0,0,100,0,NA,NA,697.2644533333333,EIF1 | EIF1B,TRUE,FALSE,TRUE
L1 Imp,FBgn0015776,nrv1,373.6220379,-0.632969798,0.287786244,-2.199630898,0.243344577,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,39,UTR3,3.113552807061822,8.074670091438494e-67,3.418249692922787,7.204325482861322e-7,0,0,100,0,NA,NA,141.0548804,ATP1B1 | ATP1B2 | ATP1B3 | ATP1B4 | ATP4B,TRUE,TRUE,TRUE
L1 Imp,FBgn0026144,CBP,642.7975497,-0.628991657,0.294105897,-2.139548108,0.263768114,FALSE,TRUE,Imp target only,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,18,CDS:UTR3,3.8874554814813886,4.4565451167363907e-138,3.2127809682941053,2.8847686033066195e-46,0,11.11111111111111,88.88888888888889,0,NA,NA,193.73814276666667,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0004396,CrebA,592.1156693,-0.580538142,0.237463764,-2.444772359,0.163173614,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,13,UTR5,2.0317157837996587,1.4551061255010562e-25,3.7894206636115695,2.1785277206403244e-5,100,0,0,0,NA,NA,78.16267133333334,CREB3L1 | CREB3L2,TRUE,TRUE,TRUE
L1 Imp,FBgn0027339,jim,40454.484,-0.574602415,0.251095669,-2.288629135,0.21170345,TRUE,TRUE,Co-target,Cluster III,"Higher Syp
binding",High_Syp,protein_coding,290,UTR3:UTR5,5.450916511229927,1.6194036359969395e-207,5.489034769748522,9.6764337547907385e-43,21.379310344827587,0,78.62068965517241,0,NA,NA,232.19612263333335,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0039381,SppL,1411.060641,-0.569190141,0.151337984,-3.760874989,0.006819285,FALSE,TRUE,Imp target only,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,5,UTR3,3.4890688043027747,3.250811336926026e-85,3.7103881105842667,0.015578620188255114,0,0,100,0,NA,NA,36.110686433333335,SPPL3,TRUE,TRUE,TRUE
L1 Imp,FBgn0030703,MSBP,702.7517183,-0.565923845,0.263151972,-2.150507298,0.259014434,TRUE,TRUE,Co-target,Cluster IV,"Higher Syp
binding",High_Syp,protein_coding,2,UTR3,2.519617299897723,1.2487020809885388e-41,3.346748891657285,0.02335879606129854,0,0,100,0,NA,NA,46.96288128047224,PGRMC1 | PGRMC2,TRUE,TRUE,TRUE
L1 Imp,FBgn0029715,CG11444,605.5312529,-0.5579526,0.273935175,-2.036869243,0.306577875,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,30,UTR3:CDS,4.489184875077065,2.4014011545580015e-123,1.9466224389632327,1.6081310402514876e-15,0,6.666666666666667,93.33333333333333,0,NA,NA,249.31419866666667,PDAP1,TRUE,TRUE,TRUE
L1 Imp,FBgn0036623,Agpat3,619.8506716,-0.555278472,0.226381221,-2.452480271,0.161433576,TRUE,TRUE,Co-target,Cluster V,"Peak L2 Syp
binding",Peak_L2Syp,protein_coding,5,UTR3,1.5266141721729904,4.634063419781483e-16,1.6222589915068826,0.03010210707445698,0,0,100,0,NA,NA,36.75481202227667,AGPAT3 | AGPAT4,TRUE,TRUE,TRUE
L1 Imp,FBgn0013272,Gp150,1060.040811,-0.552614801,0.294270468,-1.878596201,0.365495417,TRUE,TRUE,Co-target,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,43,UTR3,2.4492656765927685,1.337262702837696e-66,2.871727509869338,1.024246941188043e-20,0,0,100,0,NA,NA,77.09181452172933,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0286071,AdamTS-A,920.6252242,-0.539369214,0.170618244,-3.161012091,0.035767999,FALSE,TRUE,Imp target only,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,17,UTR3,1.397862450085768,2.0056968404758849e-19,2.4405497334755553,3.5098385222341074e-7,0,0,100,0,NA,NA,24.972696,ADAMTS20 | ADAMTS9,TRUE,TRUE,TRUE
L1 Imp,FBgn0039928,Cals,2184.7671,-0.526743064,0.287681188,-1.831513182,0.38526012,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,19,UTR3:CDS,2.746296145490494,5.307528676982791e-79,4.119574902201246,0.0021836455287902574,0,36.84210526315789,63.1578947368421,0,NA,NA,76.88628941427666,CLSTN1 | CLSTN2 | CLSTN3,TRUE,TRUE,TRUE
L1 Imp,FBgn0033639,CG9003,2046.422147,-0.517826333,0.144497751,-3.583506949,0.01149692,FALSE,TRUE,Imp target only,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,5,UTR3,2.9481732122272373,9.053982944551017e-49,3.8096631396584293,0.011732634856584155,0,0,100,0,NA,NA,68.35668926666666,FBXL2 | FBXL20,TRUE,TRUE,TRUE
L1 Imp,FBgn0039890,ABCD,1560.681287,-0.513424777,0.254800529,-2.015044678,0.314953836,TRUE,TRUE,Co-target,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,10,UTR3:CDS:intron,1.2565812011590387,7.733789976817512e-15,3.8094103332561504,0.011733237008340737,0,50,40,10,NA,NA,40.762683933333335,ABCD1 | ABCD2,TRUE,FALSE,TRUE
L1 Imp,FBgn0038535,alt,4444.783932,-0.512939127,0.177281811,-2.893307654,0.066925183,FALSE,TRUE,Imp target only,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,12,UTR3:CDS,2.892410195937363,1.4813538832796223e-62,3.4136820074690926,1.3788378265796464e-8,0,50,50,0,NA,NA,70.52050276666667,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0037697,GstZ2,5567.713952,-0.497936359,0.199043222,-2.501645576,0.147691935,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,80,UTR3,5.765931189751234,9.893780752285799e-228,5.675323273589604,5.5303149033324436e-36,0,0,100,0,NA,NA,216.21829173333333,GSTZ1,FALSE,FALSE,TRUE
L1 Imp,FBgn0032640,Sgt,524.0067053,-0.495697347,0.288676307,-1.717298815,0.427615418,FALSE,TRUE,Imp target only,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,2,UTR3,2.0300997012548994,5.508110095710895e-22,3.854989445091553,0.011049788908036557,0,0,100,0,NA,NA,10.096176666666667,SGTA | SGTB,FALSE,FALSE,TRUE
L1 Imp,FBgn0033033,scaf,355.2416393,-0.489690136,0.255402977,-1.917272787,0.350069614,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,18,UTR3,0.8208868594822485,4.0329674604023993e-4,2.766071986058334,0.0021737150162120266,0,0,100,0,NA,NA,37.96642513333333,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0010228,HmgZ,4041.427322,-0.488514528,0.170364042,-2.867435221,0.071130373,TRUE,TRUE,Co-target,Cluster III,"Higher Syp
binding",High_Syp,protein_coding,29,UTR3,2.2986294536043395,1.071203160057689e-41,4.902607139754347,2.82830883832724e-13,0,0,100,0,NA,NA,192.33654048666668,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0010263,Rbp9,366.3732194,-0.488228689,0.199079469,-2.451964579,0.161433576,FALSE,TRUE,Imp target only,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,26,CDS:UTR3,3.626564263011685,1.1825387028241775e-72,4.405355738378744,1.237400593276973e-7,0,23.076923076923077,76.92307692307693,0,NA,NA,65.21554428784167,ELAVL1 | ELAVL2 | ELAVL3 | ELAVL4,TRUE,TRUE,TRUE
L1 Imp,FBgn0025574,Pli,1277.564469,-0.486025487,0.239447931,-2.029702343,0.30982991,FALSE,TRUE,Imp target only,Cluster VI,Other,Other,protein_coding,1,UTR3,1.2854323417513438,1.3601735608112066e-13,3.180829204219245,0.036815084687034046,0,0,100,0,NA,NA,20.489618933333333,PELI1 | PELI2 | PELI3,TRUE,TRUE,TRUE
L1 Imp,FBgn0028689,Rpn6,1119.508856,-0.48367229900000003,0.281647439,-1.717500598,0.427615418,FALSE,TRUE,Imp target only,Cluster VI,Other,Other,protein_coding,2,UTR3,2.209480325508481,9.82382925262167e-30,4.318161116192324,0.002284112227583333,0,0,100,0,NA,NA,24.272745666666665,PSMD11,TRUE,FALSE,TRUE
L1 Imp,FBgn0264922,smt3,5207.539855,-0.481843176,0.177146556,-2.720011237,0.096592724,TRUE,TRUE,Co-target,Cluster III,"Higher Syp
binding",High_Syp,protein_coding,21,UTR3:CDS,3.3777644412738916,7.573384945100722e-65,4.266318695013578,0.0028492733026620593,0,9.523809523809524,90.47619047619048,0,NA,NA,221.74108533333333,SUMO1 | SUMO2 | SUMO3 | SUMO4,TRUE,TRUE,TRUE
L1 Imp,FBgn0286784,TER94,3843.622499,-0.477462463,0.268187875,-1.780517672,0.402876425,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,37,CDS:UTR3,3.8549846021142073,5.750882692579104e-113,2.6823538548187447,2.4762027050677686e-29,0,5.405405405405405,94.5945945945946,0,NA,NA,282.4023675669721,VCP,FALSE,TRUE,TRUE
L1 Imp,FBgn0038243,CG8066,100.14805870000001,-0.465659917,0.222827004,-2.088129465,0.286114561,FALSE,TRUE,Imp target only,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,2,UTR3,3.794236859517628,1.8419610666451085e-27,4.0568650737033956,0.010426141988621998,0,0,100,0,NA,NA,15.861799999999999,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0022960,vimar,1443.588278,-0.460778467,0.193063718,-2.386546035,0.181546098,TRUE,TRUE,Co-target,Cluster VI,Other,Other,protein_coding,6,UTR3,3.005843791760092,3.777563855865017e-63,3.767747480710777,0.012340790700180428,0,0,100,0,NA,NA,23.255489683333334,RAP1GDS1,TRUE,TRUE,TRUE
L1 Imp,FBgn0036661,CG9705,1580.292897,-0.458958004,0.158214103,-2.900744324,0.066534701,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,33,UTR3,5.2517623851656,4.0871503387678274e-156,3.797363898306504,3.123092693832057e-28,0,0,100,0,NA,NA,427.202896,CARHSP1 | CSDC2,TRUE,FALSE,TRUE
L1 Imp,FBgn0053096,CG33096,15.6970464,-0.455438059,0.324584274,-1.399945833,0.555035423,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,45,UTR3,4.3039910487953055,1.9902632656799865e-170,4.052311369589776,4.273949458308481e-4,0,0,100,0,NA,NA,40.651133333333334,ABHD17A | ABHD17B | ABHD17C,TRUE,FALSE,TRUE
L1 Imp,FBgn0032048,Dh31,185.6135216,-0.451787954,0.249713312,-1.808359851,0.392266597,FALSE,TRUE,Imp target only,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,2,UTR3,2.5636163977601667,1.9503821120544943e-33,3.600906915259623,0.014044839860274492,0,0,100,0,NA,NA,36.93671891333334,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0000412,D1,4892.706843,-0.449732801,0.220760245,-2.037215963,0.30652878,TRUE,TRUE,Co-target,Cluster VI,Other,Other,protein_coding,13,UTR3,3.8422478624827012,2.4179960287971353e-78,4.443771238464168,1.9082428489766384e-8,0,0,100,0,NA,NA,72.80251,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0052280,CG32280,64.18751796,-0.448904442,0.25663144,-1.747410497,0.417750448,TRUE,TRUE,Co-target,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,7,UTR3,2.610215773884565,9.73725018343752e-56,1.5236725622475353,0.0015984235091305193,0,0,100,0,NA,NA,66.74356967524582,CDIP1,TRUE,FALSE,TRUE
L1 Imp,FBgn0036058,CG6707,1174.049025,-0.438617727,0.244977539,-1.790373127,0.399532356,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,29,UTR3,4.591189095850789,2.8897983651051234e-142,4.695215125793133,6.950264284563376e-7,0,0,100,0,NA,NA,125.51539666666666,PIP4P1 | PIP4P2,TRUE,FALSE,TRUE
L1 Imp,FBgn0010348,Arf79F,4596.672642,-0.43738841,0.269819788,-1.621200367,0.464585302,TRUE,TRUE,Co-target,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,51,UTR3:CDS,4.287628684554212,1.1726290436868112e-112,2.1772371603389953,1.626907845016168e-12,0,9.803921568627452,90.19607843137256,0,NA,NA,1822.4598203333333,ARF1 | ARF3,TRUE,TRUE,TRUE
L1 Imp,FBgn0028582,lqf,2700.188068,-0.43456603,0.136394545,-3.186022209,0.033301042,TRUE,TRUE,Co-target,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,25,UTR3,2.9736813129111788,8.08321849388459e-82,3.040883028695368,1.8220472528110757e-16,0,0,100,0,NA,NA,59.78181897333333,EPN1 | EPN2 | EPN3,TRUE,TRUE,TRUE
L1 Imp,FBgn0027932,Akap200,15605.14163,-0.429014578,0.197287892,-2.174570408,0.252039125,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,45,UTR3,4.39538760334064,2.253848157783776e-137,3.3790012674505556,5.840345848640997e-26,0,0,100,0,NA,NA,601.7720689796447,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0031769,CG9135,2617.245131,-0.418526865,0.282315783,-1.482677619,0.516327213,TRUE,TRUE,Co-target,Cluster VI,Other,Other,protein_coding,9,UTR3,4.155142452095234,3.2105862222523956e-105,2.938620819667156,8.735982210383691e-4,0,0,100,0,NA,NA,49.78644726666666,RCC2,TRUE,TRUE,TRUE
L1 Imp,FBgn0264607,CaMKII,4181.997463,-0.415983328,0.259870572,-1.600814832,0.473554552,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,57,UTR3,2.8690557322444397,2.8970461222771338e-86,3.39752134708127,3.74348686152716e-28,0,0,100,0,NA,NA,197.24472836376907,CAMK2A | CAMK2B | CAMK2D | CAMK2G,TRUE,TRUE,TRUE
L1 Imp,FBgn0000014,abd-A,1013.178717,-0.415894945,0.197492471,-2.105847203,0.276872921,FALSE,TRUE,Imp target only,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,2,UTR3,1.617308544169905,2.2335047034523905e-23,3.8162651585428495,0.011275473329063607,0,0,100,0,NA,NA,60.763608133333335,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0039427,CG5447,358.6565069,-0.414472967,0.210169668,-1.971726228,0.330729971,FALSE,TRUE,Imp target only,Cluster I,"Higher Imp
binding",High_Imp,protein_coding,7,UTR3,3.7367060832165344,3.0229609083850842e-58,2.2492304545459207,0.023293950833364056,0,0,100,0,NA,NA,33.631205333333334,GOLGA7 | GOLGA7B,TRUE,FALSE,TRUE
L1 Imp,FBgn0038353,CG5399,8.608523242,-0.413499881,0.309898807,-1.350297651,0.572969775,TRUE,TRUE,Co-target,Cluster V,"Peak L2 Syp
binding",Peak_L2Syp,protein_coding,6,UTR3,0.6496964520471957,9.186910190782839e-4,1.3102646457584566,0.02783356727827325,0,0,100,0,NA,NA,44.57675666666667,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0004228,mex1,5.423408731,-0.412843394,0.31323924,-1.322305314,0.584303987,FALSE,TRUE,Imp target only,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,5,UTR3,2.824372824586298,8.521424537637809e-41,1.677829815151233,0.014003879199538084,0,0,100,0,NA,NA,66.3922506,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0032773,fon,13.20727202,-0.411612249,0.324406281,-1.269006801,0.597922005,TRUE,TRUE,Co-target,Cluster V,"Peak L2 Syp
binding",Peak_L2Syp,protein_coding,6,UTR3,0.14915620267838875,1,4.0440721042445915,0.010173009079826404,0,0,100,0,NA,NA,31.576665867321875,NA,FALSE,FALSE,TRUE
L1 Imp,FBgn0004687,Mlc-c,1137.787963,-0.410684225,0.189221489,-2.170270188,0.253157398,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,70,UTR3,4.647345811108654,7.973614800688225e-161,2.5444303345228776,6.56950987749799e-29,0,0,100,0,NA,NA,811.6481946666667,MYL1 | MYL3 | MYL4 | MYL6 | MYL6B,TRUE,FALSE,TRUE
L1 Imp,FBgn0020497,emb,3930.909979,-0.409993201,0.185096098,-2.214998851,0.237771168,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,38,UTR3,4.199553296620136,4.004439115161182e-145,3.5552164427250386,3.1322653835636017e-21,0,0,100,0,NA,NA,92.55455066666667,XPO1,TRUE,TRUE,TRUE
L1 Imp,FBgn0037551,Arl8,548.8411583,-0.392356434,0.241407636,-1.625081182,0.464569551,FALSE,TRUE,Imp target only,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,24,UTR3,4.779052568944091,1.581682419688819e-122,3.5252752857483687,3.054422279052312e-20,0,0,100,0,NA,NA,126.74862143333333,ARL8A | ARL8B,TRUE,TRUE,TRUE
L1 Imp,FBgn0285937,Rab1,1636.256077,-0.389890119,0.242526099,-1.607590459,0.471227486,TRUE,TRUE,Co-target,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,43,UTR3,4.055015879311126,2.6845064358509515e-134,2.9602418949940343,4.295165542616229e-17,0,0,100,0,NA,NA,24.39576033333333,RAB1A | RAB1B,TRUE,FALSE,TRUE
L1 Imp,FBgn0052446,Atox1,470.7646492,-0.384633176,0.219907807,-1.748790679,0.417304053,FALSE,TRUE,Imp target only,Cluster II,"Higher Imp
binding",High_Imp,protein_coding,2,UTR3,2.9217090300879254,2.076582321278406e-43,3.4750453985296454,0.017774409768044116,0,0,100,0,NA,NA,48.030211333333334,ATOX1,FALSE,FALSE,TRUE
